"name","html_url","description","stars","forks","language","owner","pushed_at","size_kb","is_fork"
"axp-demo","https://github.aexp.com/amex-archives/axp-demo",,"4","21","JavaScript","amex-archives","2026-07-06T01:56:04Z","2222","False"
"axp-deployment-tracker","https://github.aexp.com/amex-archives/axp-deployment-tracker",,"0","0","JavaScript","amex-archives","2026-04-16T18:12:15Z","322","False"
"axp-desktop-bridge","https://github.aexp.com/amex-archives/axp-desktop-bridge",,"1","0","JavaScript","amex-archives","2026-07-27T16:41:52Z","5913","False"
"axp-dev-start","https://github.aexp.com/amex-archives/axp-dev-start",,"0","10","JavaScript","amex-archives","2026-07-24T16:07:23Z","6832","False"
"axp-developer-hub","https://github.aexp.com/amex-archives/axp-developer-hub",,"1","2","JavaScript","amex-archives","2026-06-03T20:31:24Z","2819","False"
"axp-developer-lab","https://github.aexp.com/amex-archives/axp-developer-lab",,"1","5","JavaScript","amex-archives","2026-02-20T13:37:27Z","2436","False"
"axp-developer-lab-root","https://github.aexp.com/amex-archives/axp-developer-lab-root",,"1","2","JavaScript","amex-archives","2026-07-06T18:07:51Z","1729","False"
"axp-digital-auditor-invoice","https://github.aexp.com/amex-archives/axp-digital-auditor-invoice",,"0","3","JavaScript","amex-archives","2026-07-27T07:14:39Z","4968","False"
"axp-digital-auditor-root","https://github.aexp.com/amex-archives/axp-digital-auditor-root","root module for axp-digital-auditor UI","0","4","JavaScript","amex-archives","2026-07-29T15:46:38Z","2131","False"
"axp-digital-card","https://github.aexp.com/amex-archives/axp-digital-card",,"0","0","JavaScript","amex-archives","2026-06-12T20:52:36Z","4539","False"
"axp-digital-wallets","https://github.aexp.com/amex-archives/axp-digital-wallets",,"0","0","JavaScript","amex-archives","2026-07-29T17:59:09Z","29709","False"
"axp-dls-docs","https://github.aexp.com/amex-archives/axp-dls-docs",,"1","2","JavaScript","amex-archives","2026-07-09T21:42:19Z","1656575","False"
"axp-dls-react","https://github.aexp.com/amex-archives/axp-dls-react","The Design Language System for American Express. React components for easy and rapid web development.","32","71","JavaScript","amex-archives","2026-07-02T16:44:13Z","157949","False"
"axp-doc-upload-lib","https://github.aexp.com/amex-archives/axp-doc-upload-lib",,"0","0","JavaScript","amex-archives","2026-05-29T09:46:16Z","69743","False"
"axp-doc-verify-root","https://github.aexp.com/amex-archives/axp-doc-verify-root","axp-doc-verify-root repo","0","1","JavaScript","amex-archives","2026-06-17T05:16:32Z","17219","False"
"axp-document-ai-services","https://github.aexp.com/amex-archives/axp-document-ai-services",,"0","0","JavaScript","amex-archives","2026-03-20T06:56:09Z","1109","False"
"axp-document-upload","https://github.aexp.com/amex-archives/axp-document-upload",,"2","0","JavaScript","amex-archives","2026-07-20T22:35:13Z","7110","False"
"axp-downline-load-root","https://github.aexp.com/amex-archives/axp-downline-load-root",,"4","4","JavaScript","amex-archives","2026-07-28T01:29:26Z","742","False"
"axp-downline-load-terminals","https://github.aexp.com/amex-archives/axp-downline-load-terminals",,"4","3","JavaScript","amex-archives","2026-07-28T01:29:05Z","2050","False"
"axp-downline-load-wrapper","https://github.aexp.com/amex-archives/axp-downline-load-wrapper",,"3","3","JavaScript","amex-archives","2026-07-28T01:28:44Z","2184","False"
"axp-email-assist","https://github.aexp.com/amex-archives/axp-email-assist","Drafting UI for Email Assist","0","0","JavaScript","amex-archives","2026-07-28T10:21:48Z","1524","False"
"axp-enrollments-credit-line-increase","https://github.aexp.com/amex-archives/axp-enrollments-credit-line-increase","Proactive Line Increase","0","1","JavaScript","amex-archives","2026-05-13T15:45:15Z","2650","False"
"axp-enrollments-instant-enroll","https://github.aexp.com/amex-archives/axp-enrollments-instant-enroll",,"0","1","JavaScript","amex-archives","2026-05-13T13:39:06Z","3413","False"
"axp-enrollments-journey","https://github.aexp.com/amex-archives/axp-enrollments-journey",,"0","0","JavaScript","amex-archives","2026-05-13T14:02:13Z","4827","False"
"axp-enrollments-rewards","https://github.aexp.com/amex-archives/axp-enrollments-rewards",,"0","2","JavaScript","amex-archives","2026-03-19T18:29:48Z","1245","False"
"axp-enrollments-root","https://github.aexp.com/amex-archives/axp-enrollments-root",,"0","1","Shell","amex-archives","2026-05-13T14:01:50Z","1332","False"
"axp-enterprise-case-communication","https://github.aexp.com/amex-archives/axp-enterprise-case-communication","This module will send communication to users","0","3","JavaScript","amex-archives","2026-07-16T17:01:12Z","6944","False"
"axp-enterprise-case-create","https://github.aexp.com/amex-archives/axp-enterprise-case-create",,"0","1","JavaScript","amex-archives","2026-07-24T07:08:49Z","11853","False"
"axp-enterprise-case-critical-request-details","https://github.aexp.com/amex-archives/axp-enterprise-case-critical-request-details",,"0","2","JavaScript","amex-archives","2026-07-21T14:23:05Z","3911","False"
"axp-enterprise-case-search","https://github.aexp.com/amex-archives/axp-enterprise-case-search",,"0","1","JavaScript","amex-archives","2026-07-24T09:40:10Z","6115","False"
"axp-enterprise-case-view-summary","https://github.aexp.com/amex-archives/axp-enterprise-case-view-summary",,"0","2","JavaScript","amex-archives","2026-07-24T10:31:24Z","11317","False"
"axp-error-message","https://github.aexp.com/amex-archives/axp-error-message",,"1","18","JavaScript","amex-archives","2026-07-08T13:12:57Z","4800","False"
"axp-error-report-watcher","https://github.aexp.com/amex-archives/axp-error-report-watcher",,"0","0","JavaScript","amex-archives","2026-08-01T16:07:26Z","1720","False"
"axp-expense-report-core","https://github.aexp.com/amex-archives/axp-expense-report-core",,"1","0","JavaScript","amex-archives","2026-07-27T15:50:39Z","3553","False"
"axp-express-list","https://github.aexp.com/amex-archives/axp-express-list",,"0","0","JavaScript","amex-archives","2026-05-27T05:25:28Z","2738","False"
"axp-faqs","https://github.aexp.com/amex-archives/axp-faqs",,"1","0","JavaScript","amex-archives","2026-06-03T18:38:04Z","3299","False"
"axp-file-upload","https://github.aexp.com/amex-archives/axp-file-upload",,"0","0","JavaScript","amex-archives","2026-07-27T16:42:30Z","4208","False"
"axp-forum-author","https://github.aexp.com/amex-archives/axp-forum-author",,"0","1","JavaScript","amex-archives","2026-07-22T15:03:51Z","5217","False"
"axp-forum-author-profile-container","https://github.aexp.com/amex-archives/axp-forum-author-profile-container",,"0","1","JavaScript","amex-archives","2026-07-22T15:04:15Z","12215","False"
"axp-forum-banner","https://github.aexp.com/amex-archives/axp-forum-banner",,"0","1","JavaScript","amex-archives","2026-07-29T22:20:41Z","12157","False"
"axp-forum-common","https://github.aexp.com/amex-archives/axp-forum-common",,"0","1","JavaScript","amex-archives","2026-06-24T23:06:00Z","5056","False"
"axp-forum-content-list","https://github.aexp.com/amex-archives/axp-forum-content-list",,"1","1","JavaScript","amex-archives","2026-07-22T15:04:26Z","333217","False"
"axp-forum-curated-page-container","https://github.aexp.com/amex-archives/axp-forum-curated-page-container",,"0","1","JavaScript","amex-archives","2026-07-27T20:13:18Z","39253","False"
"axp-forum-editorial-body","https://github.aexp.com/amex-archives/axp-forum-editorial-body",,"0","1","JavaScript","amex-archives","2026-07-29T18:44:19Z","25903","False"
"axp-forum-editorial-container","https://github.aexp.com/amex-archives/axp-forum-editorial-container",,"0","1","JavaScript","amex-archives","2026-07-22T15:04:56Z","81841","False"
"axp-forum-event-detail-container","https://github.aexp.com/amex-archives/axp-forum-event-detail-container",,"0","0","JavaScript","amex-archives","2026-07-27T20:00:50Z","39271","False"
"axp-forum-homepage-container","https://github.aexp.com/amex-archives/axp-forum-homepage-container",,"0","0","JavaScript","amex-archives","2026-07-29T20:09:16Z","578864","False"
"axp-forum-page-wrapper","https://github.aexp.com/amex-archives/axp-forum-page-wrapper",,"0","0","JavaScript","amex-archives","2026-07-29T18:19:28Z","17363","False"
"axp-forum-root","https://github.aexp.com/amex-archives/axp-forum-root",,"0","1","JavaScript","amex-archives","2026-07-29T17:31:29Z","7615","False"
"axp-forum-search-results-container","https://github.aexp.com/amex-archives/axp-forum-search-results-container",,"0","1","Shell","amex-archives","2026-07-22T15:05:38Z","5285","False"
"axp-forum-social-share-tools","https://github.aexp.com/amex-archives/axp-forum-social-share-tools",,"0","1","JavaScript","amex-archives","2026-07-29T18:28:13Z","3924","False"
"axp-forum-taxonomy-container","https://github.aexp.com/amex-archives/axp-forum-taxonomy-container",,"0","1","JavaScript","amex-archives","2026-07-22T15:06:17Z","87821","False"
"axp-forum-vendor-verification","https://github.aexp.com/amex-archives/axp-forum-vendor-verification",,"0","1","JavaScript","amex-archives","2026-07-22T15:06:10Z","1838","False"
"axp-forum-whitepaper-container","https://github.aexp.com/amex-archives/axp-forum-whitepaper-container",,"0","1","JavaScript","amex-archives","2026-07-22T15:05:57Z","9416","False"
"axp-fraud-downline-process","https://github.aexp.com/amex-archives/axp-fraud-downline-process",,"0","0","JavaScript","amex-archives","2026-03-23T15:22:48Z","868","False"
"axp-freeze-card","https://github.aexp.com/amex-archives/axp-freeze-card",,"0","0","JavaScript","amex-archives","2026-07-29T18:43:38Z","5586","False"
"axp-genai-dashboards","https://github.aexp.com/amex-archives/axp-genai-dashboards","This module will be used to host the various cto genai dashboards","0","0","JavaScript","amex-archives","2026-07-31T21:16:05Z","751","False"
"axp-genai-launchpad-dashboard","https://github.aexp.com/amex-archives/axp-genai-launchpad-dashboard","This module will be used to view the launchpad dashboard by cto users","0","0","JavaScript","amex-archives","2026-07-31T21:01:39Z","327","False"
"axp-global-document-upload","https://github.aexp.com/amex-archives/axp-global-document-upload","Standalone Module which can be used for both Card & Non-Card scenarios for Document-Upload","0","0","JavaScript","amex-archives","2026-07-14T15:32:24Z","803","False"
"axp-global-merchant-bill-payment-about-us","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-about-us",,"0","4","JavaScript","amex-archives","2026-07-23T22:18:33Z","4556","False"
"axp-global-merchant-bill-payment-add-card","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-add-card",,"0","3","JavaScript","amex-archives","2026-07-21T17:32:23Z","14382","False"
"axp-global-merchant-bill-payment-affiliated-companies","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-affiliated-companies",,"0","2","JavaScript","amex-archives","2026-07-23T19:25:05Z","7930","False"
"axp-global-merchant-bill-payment-audit-trail-reports","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-audit-trail-reports","Audit Trail Reports","0","3","JavaScript","amex-archives","2026-07-24T20:57:29Z","3617","False"
"axp-global-merchant-bill-payment-business-reports","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-business-reports","Business Reports","0","3","JavaScript","amex-archives","2026-07-21T17:33:59Z","2979","False"
"axp-global-merchant-bill-payment-card-info","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-card-info",,"0","3","JavaScript","amex-archives","2026-07-21T17:34:50Z","4631","False"
"axp-global-merchant-bill-payment-contact-us","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-contact-us",,"0","3","JavaScript","amex-archives","2026-07-21T17:36:58Z","1877","False"
"axp-global-merchant-bill-payment-credentials","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-credentials",,"0","1","HTML","amex-archives","2026-07-21T17:37:17Z","5692","False"
"axp-global-merchant-bill-payment-faqs","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-faqs",,"0","3","HTML","amex-archives","2026-07-21T17:38:26Z","2296","False"
"axp-global-merchant-bill-payment-header","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-header",,"0","4","JavaScript","amex-archives","2026-07-21T17:39:26Z","7395","False"
"axp-global-merchant-bill-payment-history","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-history",,"0","3","JavaScript","amex-archives","2026-07-21T17:40:10Z","29806","False"
"axp-global-merchant-bill-payment-identity-check","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-identity-check",,"0","2","JavaScript","amex-archives","2026-07-21T17:41:02Z","3513","False"
"axp-global-merchant-bill-payment-logout","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-logout",,"0","1","JavaScript","amex-archives","2026-07-21T17:41:48Z","3804","False"
"axp-global-merchant-bill-payment-notifications","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-notifications",,"0","3","JavaScript","amex-archives","2026-07-21T17:42:56Z","2906","False"
"axp-global-merchant-bill-payment-one-time-payments","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-one-time-payments",,"0","3","HTML","amex-archives","2026-07-27T17:44:31Z","163606","False"
"axp-global-merchant-bill-payment-payees","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-payees",,"0","3","JavaScript","amex-archives","2026-07-22T18:38:36Z","18397","False"
"axp-global-merchant-bill-payment-pending-payments","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-pending-payments",,"0","3","JavaScript","amex-archives","2026-07-22T18:26:43Z","37457","False"
"axp-global-merchant-bill-payment-personal-info","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-personal-info",,"0","2","JavaScript","amex-archives","2026-07-21T17:51:18Z","5390","False"
"axp-global-merchant-bill-payment-preferences","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-preferences",,"0","3","JavaScript","amex-archives","2026-07-23T21:46:13Z","2571","False"
"axp-global-merchant-bill-payment-reconciliation","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-reconciliation",,"0","3","JavaScript","amex-archives","2026-07-23T21:14:25Z","4716","False"
"axp-global-merchant-bill-payment-registration","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-registration",,"0","2","JavaScript","amex-archives","2026-07-24T01:34:03Z","7340","False"
"axp-global-merchant-bill-payment-release-management","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-release-management","Module to manage the release versions and feature details","0","2","JavaScript","amex-archives","2026-07-24T20:01:00Z","4934","False"
"axp-global-merchant-bill-payment-root","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-root",,"0","1","JavaScript","amex-archives","2026-07-24T22:58:25Z","62120","False"
"axp-global-merchant-bill-payment-searchable-merchants","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-searchable-merchants",,"0","3","JavaScript","amex-archives","2026-07-24T22:59:21Z","7284","False"
"axp-global-merchant-bill-payment-terms-conditions","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-terms-conditions",,"0","3","JavaScript","amex-archives","2026-07-21T17:58:00Z","1353","False"
"axp-global-merchant-bill-payment-wrapper","https://github.aexp.com/amex-archives/axp-global-merchant-bill-payment-wrapper",,"0","3","JavaScript","amex-archives","2026-07-21T17:58:26Z","2054","False"
"axp-global-merchant-servicing-audit","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-audit","Module for auditing","0","3","JavaScript","amex-archives","2026-07-21T17:59:41Z","2625","False"
"axp-global-merchant-servicing-bin-management","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-bin-management",,"0","2","JavaScript","amex-archives","2026-07-29T18:38:03Z","3136","False"
"axp-global-merchant-servicing-create-notifications","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-create-notifications",,"0","3","JavaScript","amex-archives","2026-07-21T18:01:05Z","5056","False"
"axp-global-merchant-servicing-customer-assistance","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-customer-assistance",,"0","3","JavaScript","amex-archives","2026-07-21T18:01:42Z","2557","False"
"axp-global-merchant-servicing-home","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-home",,"0","3","JavaScript","amex-archives","2026-07-21T18:02:28Z","1508","False"
"axp-global-merchant-servicing-manage-roles","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-manage-roles",,"0","3","JavaScript","amex-archives","2026-07-21T18:04:39Z","4306","False"
"axp-global-merchant-servicing-management","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-management",,"0","3","JavaScript","amex-archives","2026-07-21T18:03:30Z","10951","False"
"axp-global-merchant-servicing-management-companies","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-management-companies","it is to maintain search companies and edit companies","0","2","JavaScript","amex-archives","2026-07-21T18:03:51Z","4969","False"
"axp-global-merchant-servicing-notification-history","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-notification-history",,"0","3","JavaScript","amex-archives","2026-07-21T18:05:46Z","2569","False"
"axp-global-merchant-servicing-onboarding","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-onboarding",,"0","3","JavaScript","amex-archives","2026-07-21T18:06:36Z","9105","False"
"axp-global-merchant-servicing-onboarding-companies","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-onboarding-companies","To find and onboard a new company for servicing by corp role internal user","0","2","JavaScript","amex-archives","2026-07-21T18:07:14Z","3879","False"
"axp-global-merchant-servicing-root","https://github.aexp.com/amex-archives/axp-global-merchant-servicing-root",,"0","4","JavaScript","amex-archives","2026-07-21T18:07:34Z","4532","False"
"axp-global-rewards-gift-cards","https://github.aexp.com/amex-archives/axp-global-rewards-gift-cards",,"3","1","JavaScript","amex-archives","2026-06-18T10:50:04Z","17909","False"
"axp-global-services-ask-amex-targeting-control-panel","https://github.aexp.com/amex-archives/axp-global-services-ask-amex-targeting-control-panel",,"1","0","JavaScript","amex-archives","2026-07-17T13:55:07Z","1266","False"
"axp-gravity-web-authenticate","https://github.aexp.com/amex-archives/axp-gravity-web-authenticate","One app module for webAuthN protocol","1","3","JavaScript","amex-archives","2026-06-18T16:33:53Z","2776","False"
"axp-gustave","https://github.aexp.com/amex-archives/axp-gustave","Child Holocron module for Gustave (TLS Dining Platform)","0","0","JavaScript","amex-archives","2026-07-28T16:13:43Z","58156","False"
"axp-health-audit-root","https://github.aexp.com/amex-archives/axp-health-audit-root",,"0","0","JavaScript","amex-archives","2026-08-27T22:50:43Z","5573","False"
"axp-helpcenter-filters","https://github.aexp.com/amex-archives/axp-helpcenter-filters",,"0","0","JavaScript","amex-archives","2026-07-20T16:24:20Z","1961","False"
"axp-helpcenter-okta","https://github.aexp.com/amex-archives/axp-helpcenter-okta","This repo was a BETA repo to integrate OKTA with One App.  It is deprecated.   Going forward, teams are encouraged integrate with AuthBlue SSO using axp-intranet-identity","0","1","JavaScript","amex-archives","2026-07-01T14:50:33Z","1634","True"
"axp-helpcenter-preference-settings","https://github.aexp.com/amex-archives/axp-helpcenter-preference-settings","This module allows Colleague Helpcenter users to select preferences","0","0","JavaScript","amex-archives","2026-07-30T13:19:56Z","43704","False"
"axp-idea-commercial-insights-analyzer-root","https://github.aexp.com/amex-archives/axp-idea-commercial-insights-analyzer-root","This is the root module for the frontend of the IDEA Commercial Insights Analyzer web application.","1","2","JavaScript","amex-archives","2026-07-29T17:20:25Z","1019","False"
"axp-idea-commercial-insights-analyzer-tableau","https://github.aexp.com/amex-archives/axp-idea-commercial-insights-analyzer-tableau",,"0","1","JavaScript","amex-archives","2026-07-22T16:41:10Z","470","False"
"axp-iform-intranet-dashboard","https://github.aexp.com/amex-archives/axp-iform-intranet-dashboard",,"0","0","JavaScript","amex-archives","2026-07-31T07:44:45Z","2046","False"
"axp-iform-intranet-root","https://github.aexp.com/amex-archives/axp-iform-intranet-root","The root module of iforms self service/intranet portal","0","0","JavaScript","amex-archives","2026-07-26T14:51:15Z","2289","False"
"axp-iform-intranet-self-service","https://github.aexp.com/amex-archives/axp-iform-intranet-self-service","This iformself service front end repository. Its build using AMEX OneApp","0","0","JavaScript","amex-archives","2026-07-24T07:07:21Z","2194","False"
"axp-in-flight-status","https://github.aexp.com/amex-archives/axp-in-flight-status",,"0","0","JavaScript","amex-archives","2026-07-28T21:08:55Z","3412","False"
"axp-income-capture","https://github.aexp.com/amex-archives/axp-income-capture",,"0","0","JavaScript","amex-archives","2026-07-29T18:44:55Z","52467","False"
"axp-income-capture-banner","https://github.aexp.com/amex-archives/axp-income-capture-banner","Income Capture Banner","0","0","JavaScript","amex-archives","2026-05-21T14:06:15Z","2311","False"
"axp-infrastructure-characteristics-add-fee-type","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-add-fee-type","This one-app module create GMI new fee type.","0","5","JavaScript","amex-archives","2026-08-01T19:21:42Z","2049","False"
"axp-infrastructure-characteristics-add-modify-linkage","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-add-modify-linkage","This module add and update the linkage in fee type.","0","5","JavaScript","amex-archives","2026-07-30T22:16:47Z","1344","False"
"axp-infrastructure-characteristics-cache-dashboard","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-cache-dashboard",,"0","1","JavaScript","amex-archives","2026-08-01T19:21:37Z","768","False"
"axp-infrastructure-characteristics-header","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-header","Heading page module of infrastructure characteristics project under the CAR ID - 600002101","0","5","JavaScript","amex-archives","2026-07-30T22:15:52Z","1740","False"
"axp-infrastructure-characteristics-header-menu","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-header-menu","Heading menu page module of infrastructure characteristics project under CAR ID - 600002101","0","5","JavaScript","amex-archives","2026-08-01T19:21:41Z","2383","False"
"axp-infrastructure-characteristics-home","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-home"," Landing page home module infrastructure characteristics project under CAR ID - 600002101","0","5","JavaScript","amex-archives","2026-07-30T22:15:32Z","3003","False"
"axp-infrastructure-characteristics-modify-financial-event","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-modify-financial-event","This module modify the financial event type of GMI.","0","5","JavaScript","amex-archives","2026-08-01T19:29:30Z","2232","False"
"axp-infrastructure-characteristics-modify-pricing","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-modify-pricing","This module modify the GMI pricing details.","0","5","JavaScript","amex-archives","2026-08-01T19:29:43Z","1871","False"
"axp-infrastructure-characteristics-root","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-root","This is root module for infrastructure characteristics project under CAR ID - 600002101","0","6","JavaScript","amex-archives","2026-07-30T22:14:28Z","2597","False"
"axp-infrastructure-characteristics-search-fee","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-search-fee","GMI Search Fee Type","0","5","JavaScript","amex-archives","2026-08-01T19:28:38Z","2137","False"
"axp-infrastructure-characteristics-settlement-set","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-settlement-set","GMI Settlement Set","0","5","JavaScript","amex-archives","2026-07-30T22:13:49Z","2098","False"
"axp-infrastructure-characteristics-special-program-code","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-special-program-code","This module add and update linkage type in GMI","0","2","JavaScript","amex-archives","2026-08-01T19:29:36Z","3696","False"
"axp-infrastructure-characteristics-speed-of-pay","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-speed-of-pay","GMI Pay Plan","0","5","JavaScript","amex-archives","2026-08-01T19:29:36Z","2937","False"
"axp-infrastructure-characteristics-update-fee-type","https://github.aexp.com/amex-archives/axp-infrastructure-characteristics-update-fee-type","This module update existing fee type in GMI.","0","5","JavaScript","amex-archives","2026-08-01T19:29:45Z","2599","False"
"axp-instant-card-number-wallets","https://github.aexp.com/amex-archives/axp-instant-card-number-wallets","Repository houses Wallets (child) module for the ICN (Instant Card Number) journey.","1","0","JavaScript","amex-archives","2026-05-13T04:43:03Z","4150","False"
"axp-international-shop-market-australia","https://github.aexp.com/amex-archives/axp-international-shop-market-australia",,"0","7","TypeScript","amex-archives","2026-07-16T09:12:43Z","15532","False"
"axp-international-shop-market-canada","https://github.aexp.com/amex-archives/axp-international-shop-market-canada","AIM200005431","0","3","TypeScript","amex-archives","2026-07-22T23:36:30Z","15522","False"
"axp-international-shop-market-japan","https://github.aexp.com/amex-archives/axp-international-shop-market-japan",,"0","8","TypeScript","amex-archives","2026-07-24T09:34:05Z","15924","False"
"axp-international-shop-market-mexico","https://github.aexp.com/amex-archives/axp-international-shop-market-mexico",,"0","3","TypeScript","amex-archives","2026-07-24T05:43:48Z","16114","False"
"axp-international-shop-market-uk","https://github.aexp.com/amex-archives/axp-international-shop-market-uk",,"0","4","TypeScript","amex-archives","2026-07-24T20:23:05Z","15021","False"
"axp-journey-extender","https://github.aexp.com/amex-archives/axp-journey-extender",,"0","0","JavaScript","amex-archives","2026-06-16T06:31:15Z","2623","False"
"axp-layout-mapper","https://github.aexp.com/amex-archives/axp-layout-mapper",,"0","0","JavaScript","amex-archives","2026-08-05T14:29:00Z","1758","False"
"axp-lend-on-card","https://github.aexp.com/amex-archives/axp-lend-on-card",,"0","0","JavaScript","amex-archives","2026-05-12T21:57:29Z","5775","False"
"axp-lending-root","https://github.aexp.com/amex-archives/axp-lending-root",,"0","0","JavaScript","amex-archives","2026-07-20T15:40:58Z","5410","False"
"axp-line-management-common","https://github.aexp.com/amex-archives/axp-line-management-common"," A bunch of common components and utility functions for line-management features.","1","0","JavaScript","amex-archives","2026-06-25T20:05:41Z","3160","False"
"axp-loyalty-iguazu-config","https://github.aexp.com/amex-archives/axp-loyalty-iguazu-config",,"4","6","JavaScript","amex-archives","2026-07-22T20:39:16Z","5709","False"
"axp-loyalty-layout","https://github.aexp.com/amex-archives/axp-loyalty-layout",,"2","0","JavaScript","amex-archives","2026-06-01T20:51:29Z","4187","False"
"axp-loyalty-observability","https://github.aexp.com/amex-archives/axp-loyalty-observability","The one-app module containing the utilities to capture the front end performance and availability","0","0","JavaScript","amex-archives","2026-07-28T18:04:40Z","871","False"
"axp-loyalty-orchestrator","https://github.aexp.com/amex-archives/axp-loyalty-orchestrator",,"5","2","JavaScript","amex-archives","2026-07-21T19:21:51Z","6324","False"
"axp-loyalty-root","https://github.aexp.com/amex-archives/axp-loyalty-root",,"6","1","JavaScript","amex-archives","2026-07-30T20:09:59Z","17139","False"
"axp-loyalty-support","https://github.aexp.com/amex-archives/axp-loyalty-support",,"0","0","JavaScript","amex-archives","2026-07-24T14:47:34Z","4742","False"
"axp-manage-account-users","https://github.aexp.com/amex-archives/axp-manage-account-users",,"0","0","JavaScript","amex-archives","2026-06-25T14:29:11Z","3880","False"
"axp-manage-additional-members","https://github.aexp.com/amex-archives/axp-manage-additional-members",,"1","0","JavaScript","amex-archives","2026-06-03T18:38:28Z","2495","False"
"axp-manage-bookings-hotel-date-change","https://github.aexp.com/amex-archives/axp-manage-bookings-hotel-date-change","Holocron module for Post Booking Self Service application to edit hotel checkin and checkout details.","0","0","JavaScript","amex-archives","2026-07-31T15:21:56Z","69546","False"
"axp-manage-membership-rewards-access","https://github.aexp.com/amex-archives/axp-manage-membership-rewards-access",,"0","0","JavaScript","amex-archives","2026-06-12T14:44:36Z","1707","False"
"axp-manage-payments","https://github.aexp.com/amex-archives/axp-manage-payments",,"1","0","JavaScript","amex-archives","2026-07-29T19:30:32Z","24517","False"
"axp-maps-root","https://github.aexp.com/amex-archives/axp-maps-root",,"0","4","JavaScript","amex-archives","2026-07-14T17:37:39Z","13019","False"
"axp-marketing-audit","https://github.aexp.com/amex-archives/axp-marketing-audit",,"0","0","JavaScript","amex-archives","2026-07-25T05:25:20Z","4781","False"
"axp-marketing-block","https://github.aexp.com/amex-archives/axp-marketing-block",,"1","0","JavaScript","amex-archives","2026-07-25T05:27:10Z","4824","False"
"axp-marketing-block-compare","https://github.aexp.com/amex-archives/axp-marketing-block-compare",,"0","0","JavaScript","amex-archives","2026-07-25T05:27:44Z","4851","False"
"axp-marketing-block-manager","https://github.aexp.com/amex-archives/axp-marketing-block-manager",,"0","1","JavaScript","amex-archives","2026-08-01T17:54:36Z","26036","False"
"axp-marketing-collections","https://github.aexp.com/amex-archives/axp-marketing-collections",,"0","0","JavaScript","amex-archives","2026-07-25T07:22:00Z","3667","False"
"axp-marketing-commons","https://github.aexp.com/amex-archives/axp-marketing-commons",,"0","1","JavaScript","amex-archives","2026-07-08T13:25:22Z","2377","False"
"axp-marketing-content-generator","https://github.aexp.com/amex-archives/axp-marketing-content-generator",,"0","0","JavaScript","amex-archives","2026-08-01T21:52:49Z","13551","False"
